2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 0, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 0, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 1, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 1, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 2, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 2, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 3, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 3, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 4, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 4, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 5, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 5, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 6, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 6, 'S2': 7, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 7, 'S2': 8, 'V1': 0, 'V2': 0}
2024-07-03 17:54:44 {'S1': 7, 'S2': 8, 'V1': 0, 'V2': 0}
